Content Description	ScOT ID	ScOT Label
AC9HG9S03	4825	Data analysis
AC9HG9S03	7608	Reasoning
AC9HG9S04	4825	Data analysis
AC9HG9S04	4827	Evaluation
AC9HG9S04	7608	Reasoning
AC9HG9S05	16627	Action projects
AC9HG9S05	2459	Environmental management
AC9HG9S05	4115	Community development
AC9HG9S05	4587	Decision making
AC9HG9S05	576	Active citizenship
AC9HG9S05	5952	Environmental degradation
AC9HG9S06	13088	Referencing
AC9HG9S06	1656	Data representation
AC9HG9S06	2954	Evidence
AC9HG9S06	3998	Word meanings
AC9HG9S06	4161	Creating texts
AC9HH10K01	11120	Armistice
AC9HH10K01	11694	Modern history
AC9HH10K01	15284	Financial crises
AC9HH10K01	2146	Epidemics
AC9HH10K01	2747	Economic depressions
AC9HH10K01	2748	Economic growth
AC9HH10K01	4922	Treaties
AC9HH10K02	15416	Intergovernmental organisations
AC9HH10K02	15718	Contemporary world
AC9HH10K02	8323	Peacekeeping
AC9HH10K03	15718	Contemporary world
AC9HH10K03	3655	Human rights
AC9HH10K03	3784	Civil rights
AC9HH10K03	3806	Freedom
AC9HH10K03	4007	Decolonisation
AC9HH10K04	13361	Superpowers
AC9HH10K04	1388	Conflict (Human relations)
AC9HH10K04	15718	Contemporary world
AC9HH10K04	1812	Asia
AC9HH10K04	2207	Cold War
AC9HH10K05	1050	Sustainable development
AC9HH10K05	1073	Health care
AC9HH10K05	15718	Contemporary world
AC9HH10K05	4119	Living standards
AC9HH10K05	7207	Inventions
AC9HH10K05	790	Life expectancy
AC9HH10K06	11120	Armistice
AC9HH10K06	11694	Modern history
AC9HH10K06	15284	Financial crises
AC9HH10K06	2146	Epidemics
AC9HH10K06	2747	Economic depressions
AC9HH10K06	2748	Economic growth
AC9HH10K06	4922	Treaties
AC9HH10K07	15036	World War II
AC9HH10K07	3970	International relations
AC9HH10K07	4010	Invasion
AC9HH10K07	4273	Military campaigns
AC9HH10K08	15036	World War II
AC9HH10K08	2026	Australian history
AC9HH10K08	9148	Prisoners of war
AC9HH10K09	15036	World War II
AC9HH10K09	4273	Military campaigns
AC9HH10K09	6532	Genocide
AC9HH10K09	8140	Nuclear weapons
AC9HH10K10	13363	Rationing
AC9HH10K10	15036	World War II
AC9HH10K10	1641	Conscription
AC9HH10K10	2026	Australian history
AC9HH10K10	3375	Censorship
AC9HH10K10	5238	Domestic war effort
AC9HH10K10	5214	Labour market
AC9HH10K10	6085	Sex role
AC9HH10K11	15036	World War II
AC9HH10K11	2026	Australian history
AC9HH10K11	3970	International relations
AC9HH10K12	15004	Historical sources
AC9HH10K12	15036	World War II
AC9HH10K12	2026	Australian history
AC9HH10K12	6837	Historians
AC9HH10K12	7840	War memorials
AC9HH10K12	9946	Remembrance
AC9HH10K13	3655	Human rights
AC9HH10K13	3796	International law
AC9HH10K13	3970	International relations
AC9HH10K13	4922	Treaties
AC9HH10K13	4941	Social equality
AC9HH10K14	266	Aboriginal history
AC9HH10K14	318	Stolen Generations
AC9HH10K14	3797	Legal equality
AC9HH10K14	5868	Racial discrimination
AC9HH10K14	589	Activism
AC9HH10K14	6877	Torres Strait Islander history
AC9HH10K15	1083	American history
AC9HH10K15	1404	Attitudes
AC9HH10K15	266	Aboriginal history
AC9HH10K15	3784	Civil rights
AC9HH10K15	589	Activism
AC9HH10K15	6877	Torres Strait Islander history
AC9HH10K16	15006	Significant people
AC9HH10K16	2026	Australian history
AC9HH10K16	266	Aboriginal history
AC9HH10K16	6804	Political leaders
AC9HH10K16	6877	Torres Strait Islander history
AC9HH10K17	2026	Australian history
AC9HH10K17	266	Aboriginal history
AC9HH10K17	328	Native title
AC9HH10K17	3797	Legal equality
AC9HH10K17	4333	Referenda
AC9HH10K17	589	Activism
AC9HH10K17	6877	Torres Strait Islander history
AC9HH10K18	15740	Indigenous rights
AC9HH10K18	266	Aboriginal history
AC9HH10K18	3797	Legal equality
AC9HH10K18	6084	Women's rights
AC9HH10K18	6877	Torres Strait Islander history
AC9HH10K19	1398	Apartheid
AC9HH10K19	3377	Freedom of the press
AC9HH10K19	3784	Civil rights
AC9HH10K19	4889	Political independence
AC9HH10K19	589	Activism
AC9HH10K20	1050	Sustainable development
AC9HH10K20	1260	Migration
AC9HH10K20	2026	Australian history
AC9HH10K20	276	Australian culture
AC9HH10K20	4364	Popular culture
AC9HH10K20	4681	Globalisation
AC9HH10K21	1260	Migration
AC9HH10K21	276	Australian culture
AC9HH10K21	3856	Climate change
AC9HH10K21	4681	Globalisation
AC9HH10K21	4947	Urbanisation
AC9HH10K21	909	Pollution
AC9HH10K22	1260	Migration
AC9HH10K22	3970	International relations
AC9HH10K22	4681	Globalisation
AC9HH10K22	4923	Government policy
AC9HH10K22	589	Activism
AC9HH10K23	2459	Environmental management
AC9HH10K23	276	Australian culture
AC9HH10K23	4309	Conservation (Environment)
AC9HH10K23	4319	Environmental stewardship
AC9HH10K23	786	Beliefs
AC9HH10K24	2032	National identity
AC9HH10K24	3970	International relations
AC9HH10K24	4681	Globalisation
AC9HH10K25	15004	Historical sources
AC9HH10K25	6837	Historians
AC9HH10S01	15002	Historical inquiry
AC9HH10S01	15059	Research questions
AC9HH10S02	12591	Primary sources
AC9HH10S02	12597	Secondary sources
AC9HH10S02	9261	Information retrieval
AC9HH10S03	15004	Historical sources
AC9HH10S03	2046	Composers (Texts)
AC9HH10S03	7608	Reasoning
AC9HH10S04	1387	Terrorism
AC9HH10S04	15004	Historical sources
AC9HH10S04	2954	Evidence
AC9HH10S04	4887	Judgement
AC9HH10S05	12031	Causality
AC9HH10S05	12035	Chronological order
AC9HH10S05	12482	Historical periods
AC9HH10S05	7608	Reasoning
AC9HH10S06	1404	Attitudes
AC9HH10S06	1965	Impartiality
AC9HH10S06	743	Values (Psychology)
AC9HH10S06	7608	Reasoning
AC9HH10S07	1404	Attitudes
AC9HH10S07	2471	Historiography
AC9HH10S07	4586	Critical thinking
AC9HH10S07	743	Values (Psychology)
AC9HH10S08	13088	Referencing
AC9HH10S08	2954	Evidence
AC9HH10S08	3998	Word meanings
AC9HH10S08	4161	Creating texts
AC9HH10S08	5991	Texts
AC9HH7K01	1156	Ancient history
AC9HH7K01	1260	Migration
AC9HH7K01	1382	Archaeology
AC9HH7K02	1156	Ancient history
AC9HH7K02	12482	Historical periods
AC9HH7K02	1382	Archaeology
AC9HH7K02	1404	Attitudes
AC9HH7K02	5805	Geological time
AC9HH7K03	1556	Arts
AC9HH7K03	1589	Archives
AC9HH7K03	16084	Archaeologists
AC9HH7K03	2565	Pottery
AC9HH7K03	6837	Historians
AC9HH7K03	6846	Icons (Symbols)
AC9HH7K03	8274	Writing materials
AC9HH7K04	1260	Migration
AC9HH7K04	15004	Historical sources
AC9HH7K04	16084	Archaeologists
AC9HH7K04	266	Aboriginal history
AC9HH7K04	6837	Historians
AC9HH7K04	6877	Torres Strait Islander history
AC9HH7K05	1382	Archaeology
AC9HH7K05	1383	Artefacts
AC9HH7K05	15004	Historical sources
AC9HH7K05	266	Aboriginal history
AC9HH7K05	6877	Torres Strait Islander history
AC9HH7K06	1068	Environmental influences
AC9HH7K06	1382	Archaeology
AC9HH7K06	1383	Artefacts
AC9HH7K06	15004	Historical sources
AC9HH7K06	266	Aboriginal history
AC9HH7K06	3856	Climate change
AC9HH7K06	6877	Torres Strait Islander history
AC9HH7K07	2459	Environmental management
AC9HH7K07	266	Aboriginal history
AC9HH7K07	280	Land custodianship
AC9HH7K07	358	Technologies
AC9HH7K07	6877	Torres Strait Islander history
AC9HH7K07	6940	Lifestyles
AC9HH7K08	260	Dreaming (Spiritual)
AC9HH7K08	266	Aboriginal history
AC9HH7K08	280	Land custodianship
AC9HH7K08	6012	Family relationship
AC9HH7K08	6877	Torres Strait Islander history
AC9HH7K08	6940	Lifestyles
AC9HH7K09	1383	Artefacts
AC9HH7K09	15004	Historical sources
AC9HH7K09	16447	Traditional knowledge
AC9HH7K09	266	Aboriginal history
AC9HH7K09	280	Land custodianship
AC9HH7K09	6865	Sacred places
AC9HH7K09	6877	Torres Strait Islander history
AC9HH7K10	1068	Environmental influences
AC9HH7K10	1154	Ancient cities
AC9HH7K10	1156	Ancient history
AC9HH7K10	1158	Classical antiquity
AC9HH7K10	3677	Chinese history
AC9HH7K10	5567	Egyptian history
AC9HH7K10	6868	Indian history
AC9HH7K11	1158	Classical antiquity
AC9HH7K11	13331	Nobility
AC9HH7K11	3677	Chinese history
AC9HH7K11	4939	Political systems
AC9HH7K11	5567	Egyptian history
AC9HH7K11	6341	Slavery
AC9HH7K11	658	Law
AC9HH7K11	6868	Indian history
AC9HH7K12	1158	Classical antiquity
AC9HH7K12	1322	Religion
AC9HH7K12	1388	Conflict (Human relations)
AC9HH7K12	3677	Chinese history
AC9HH7K12	5567	Egyptian history
AC9HH7K12	6868	Indian history
AC9HH7K12	6940	Lifestyles
AC9HH7K12	786	Beliefs
AC9HH7K12	9173	Funerals
AC9HH7K13	1158	Classical antiquity
AC9HH7K13	1388	Conflict (Human relations)
AC9HH7K13	3677	Chinese history
AC9HH7K13	4010	Invasion
AC9HH7K13	4073	International trade
AC9HH7K13	4611	Cultural interaction
AC9HH7K13	5567	Egyptian history
AC9HH7K13	6868	Indian history
AC9HH7K14	1156	Ancient history
AC9HH7K14	1158	Classical antiquity
AC9HH7K14	15006	Significant people
AC9HH7K14	3677	Chinese history
AC9HH7K14	5567	Egyptian history
AC9HH7K14	6868	Indian history
AC9HH7S01	15002	Historical inquiry
AC9HH7S01	15059	Research questions
AC9HH7S02	12591	Primary sources
AC9HH7S02	12597	Secondary sources
AC9HH7S02	9261	Information retrieval
AC9HH7S03	15004	Historical sources
AC9HH7S03	2046	Composers (Texts)
AC9HH7S03	7111	Information literacy
AC9HH7S04	1387	Terrorism
AC9HH7S04	15004	Historical sources
AC9HH7S04	2954	Evidence
AC9HH7S04	4887	Judgement
AC9HH7S05	12031	Causality
AC9HH7S05	12035	Chronological order
AC9HH7S05	12482	Historical periods
AC9HH7S05	7608	Reasoning
AC9HH7S06	1404	Attitudes
AC9HH7S06	1965	Impartiality
AC9HH7S06	743	Values (Psychology)
AC9HH7S06	7608	Reasoning
AC9HH7S07	1404	Attitudes
AC9HH7S07	4586	Critical thinking
AC9HH7S07	6837	Historians
AC9HH7S07	743	Values (Psychology)
AC9HH7S08	13088	Referencing
AC9HH7S08	2954	Evidence
AC9HH7S08	3998	Word meanings
AC9HH7S08	4161	Creating texts
AC9HH7S08	5991	Texts
AC9HH8K01	1158	Classical antiquity
AC9HH8K01	3325	Christianity
AC9HH8K01	7233	Islam
AC9HH8K02	1388	Conflict (Human relations)
AC9HH8K02	3151	Economy
AC9HH8K02	4611	Cultural interaction
AC9HH8K02	5928	Exploration
AC9HH8K02	6100	Feudalism
AC9HH8K02	7829	Middle Ages
AC9HH8K03	1158	Classical antiquity
AC9HH8K03	11626	Renaissance
AC9HH8K03	12482	Historical periods
AC9HH8K03	15006	Significant people
AC9HH8K03	4611	Cultural interaction
AC9HH8K03	7829	Middle Ages
AC9HH8K04	11626	Renaissance
AC9HH8K04	1322	Religion
AC9HH8K04	16759	European history
AC9HH8K04	3151	Economy
AC9HH8K04	4611	Cultural interaction
AC9HH8K04	4939	Political systems
AC9HH8K04	6100	Feudalism
AC9HH8K04	7399	Land ownership
AC9HH8K04	7829	Middle Ages
AC9HH8K04	825	Agriculture
AC9HH8K05	11626	Renaissance
AC9HH8K05	1322	Religion
AC9HH8K05	1388	Conflict (Human relations)
AC9HH8K05	16759	European history
AC9HH8K05	3151	Economy
AC9HH8K05	4611	Cultural interaction
AC9HH8K05	4939	Political systems
AC9HH8K05	658	Law
AC9HH8K05	7207	Inventions
AC9HH8K05	7829	Middle Ages
AC9HH8K06	11023	Religious history
AC9HH8K06	11626	Renaissance
AC9HH8K06	1388	Conflict (Human relations)
AC9HH8K06	16759	European history
AC9HH8K06	2856	Bubonic plague
AC9HH8K06	4005	Imperialism
AC9HH8K06	4611	Cultural interaction
AC9HH8K06	7829	Middle Ages
AC9HH8K07	11626	Renaissance
AC9HH8K07	13331	Nobility
AC9HH8K07	15006	Significant people
AC9HH8K07	15721	Vassalage
AC9HH8K07	16759	European history
AC9HH8K07	6804	Political leaders
AC9HH8K07	7829	Middle Ages
AC9HH8K07	8173	Religious leaders
AC9HH8K08	11626	Renaissance
AC9HH8K08	15004	Historical sources
AC9HH8K08	1511	Historic places
AC9HH8K08	16759	European history
AC9HH8K08	2856	Bubonic plague
AC9HH8K08	6837	Historians
AC9HH8K08	7207	Inventions
AC9HH8K08	7829	Middle Ages
AC9HH8K09	11820	Middle East history
AC9HH8K09	1322	Religion
AC9HH8K09	14224	Spanish history
AC9HH8K09	15000	Mongolian history
AC9HH8K09	15038	Scandinavian history
AC9HH8K09	15039	Nomadism
AC9HH8K09	3151	Economy
AC9HH8K09	4611	Cultural interaction
AC9HH8K09	4939	Political systems
AC9HH8K09	825	Agriculture
AC9HH8K10	11820	Middle East history
AC9HH8K10	1322	Religion
AC9HH8K10	1388	Conflict (Human relations)
AC9HH8K10	14224	Spanish history
AC9HH8K10	15000	Mongolian history
AC9HH8K10	15038	Scandinavian history
AC9HH8K10	3151	Economy
AC9HH8K10	4005	Imperialism
AC9HH8K10	4611	Cultural interaction
AC9HH8K10	4939	Political systems
AC9HH8K10	658	Law
AC9HH8K10	7207	Inventions
AC9HH8K11	11820	Middle East history
AC9HH8K11	1388	Conflict (Human relations)
AC9HH8K11	14215	Mexican history
AC9HH8K11	14216	Peruvian history
AC9HH8K11	14224	Spanish history
AC9HH8K11	15000	Mongolian history
AC9HH8K11	15038	Scandinavian history
AC9HH8K11	320	Precontact culture
AC9HH8K11	4005	Imperialism
AC9HH8K11	4611	Cultural interaction
AC9HH8K12	11820	Middle East history
AC9HH8K12	13331	Nobility
AC9HH8K12	14224	Spanish history
AC9HH8K12	15000	Mongolian history
AC9HH8K12	15006	Significant people
AC9HH8K12	15038	Scandinavian history
AC9HH8K12	15721	Vassalage
AC9HH8K12	6804	Political leaders
AC9HH8K12	8173	Religious leaders
AC9HH8K13	11820	Middle East history
AC9HH8K13	14224	Spanish history
AC9HH8K13	15000	Mongolian history
AC9HH8K13	15004	Historical sources
AC9HH8K13	15038	Scandinavian history
AC9HH8K13	1511	Historic places
AC9HH8K13	6020	Oral history
AC9HH8K13	6837	Historians
AC9HH8K14	11815	Cambodian history
AC9HH8K14	1322	Religion
AC9HH8K14	14112	Maori history
AC9HH8K14	15001	Pacific Island history
AC9HH8K14	15538	Clans
AC9HH8K14	3151	Economy
AC9HH8K14	4611	Cultural interaction
AC9HH8K14	4939	Political systems
AC9HH8K14	6804	Political leaders
AC9HH8K14	6871	Japanese history
AC9HH8K14	825	Agriculture
AC9HH8K15	11815	Cambodian history
AC9HH8K15	1322	Religion
AC9HH8K15	15001	Pacific Island history
AC9HH8K15	2459	Environmental management
AC9HH8K15	3151	Economy
AC9HH8K15	3856	Climate change
AC9HH8K15	4611	Cultural interaction
AC9HH8K15	5929	Explorers
AC9HH8K15	6871	Japanese history
AC9HH8K15	7207	Inventions
AC9HH8K15	7934	Modernisation
AC9HH8K16	11815	Cambodian history
AC9HH8K16	15001	Pacific Island history
AC9HH8K16	4611	Cultural interaction
AC9HH8K16	4939	Political systems
AC9HH8K16	6100	Feudalism
AC9HH8K16	6804	Political leaders
AC9HH8K16	6871	Japanese history
AC9HH8K16	7399	Land ownership
AC9HH8K17	11815	Cambodian history
AC9HH8K17	14112	Maori history
AC9HH8K17	15001	Pacific Island history
AC9HH8K17	15006	Significant people
AC9HH8K17	4676	Heritage
AC9HH8K17	6804	Political leaders
AC9HH8K17	6871	Japanese history
AC9HH8K18	11815	Cambodian history
AC9HH8K18	15001	Pacific Island history
AC9HH8K18	15004	Historical sources
AC9HH8K18	1511	Historic places
AC9HH8K18	6020	Oral history
AC9HH8K18	6837	Historians
AC9HH8K18	6871	Japanese history
AC9HH8S01	15002	Historical inquiry
AC9HH8S01	15059	Research questions
AC9HH8S02	12591	Primary sources
AC9HH8S02	12597	Secondary sources
AC9HH8S02	9261	Information retrieval
AC9HH8S03	15004	Historical sources
AC9HH8S03	2046	Composers (Texts)
AC9HH8S03	7111	Information literacy
AC9HH8S04	1387	Terrorism
AC9HH8S04	15004	Historical sources
AC9HH8S04	2954	Evidence
AC9HH8S04	4887	Judgement
AC9HH8S05	12031	Causality
AC9HH8S05	12035	Chronological order
AC9HH8S05	12482	Historical periods
AC9HH8S05	7608	Reasoning
AC9HH8S06	1404	Attitudes
AC9HH8S06	1965	Impartiality
AC9HH8S06	743	Values (Psychology)
AC9HH8S06	7608	Reasoning
AC9HH8S07	1404	Attitudes
AC9HH8S07	4586	Critical thinking
AC9HH8S07	6837	Historians
AC9HH8S07	743	Values (Psychology)
AC9HH8S08	13088	Referencing
AC9HH8S08	2954	Evidence
AC9HH8S08	3998	Word meanings
AC9HH8S08	4161	Creating texts
AC9HH8S08	5991	Texts
AC9HH9K01	11447	Regional culture
AC9HH9K01	11694	Modern history
AC9HH9K01	13172	Indigenous peoples
AC9HH9K01	15719	Unfree labour
AC9HH9K01	2748	Economic growth
AC9HH9K01	4005	Imperialism
AC9HH9K01	7399	Land ownership
AC9HH9K02	11694	Modern history
AC9HH9K02	3151	Economy
AC9HH9K02	4005	Imperialism
AC9HH9K02	4889	Political independence
AC9HH9K02	4939	Political systems
AC9HH9K02	4941	Social equality
AC9HH9K03	1164	Narratives
AC9HH9K03	11694	Modern history
AC9HH9K03	15004	Historical sources
AC9HH9K03	16447	Traditional knowledge
AC9HH9K03	4005	Imperialism
AC9HH9K03	6837	Historians
AC9HH9K04	11694	Modern history
AC9HH9K04	1439	Work (Labour)
AC9HH9K04	15006	Significant people
AC9HH9K04	4008	Free settlers
AC9HH9K04	5929	Explorers
AC9HH9K04	6804	Political leaders
AC9HH9K04	8173	Religious leaders
AC9HH9K04	9656	Pioneers
AC9HH9K05	11694	Modern history
AC9HH9K05	15269	British history
AC9HH9K05	2065	Industrialisation
AC9HH9K05	2969	Transport networks
AC9HH9K05	3933	Manufacturing processes
AC9HH9K05	5491	Environmental impact
AC9HH9K05	5704	Labour force
AC9HH9K05	5784	Human impact
AC9HH9K05	7207	Inventions
AC9HH9K06	11694	Modern history
AC9HH9K06	1260	Migration
AC9HH9K06	15269	British history
AC9HH9K06	2065	Industrialisation
AC9HH9K06	4944	Human settlements
AC9HH9K06	8508	Population dynamics
AC9HH9K07	11694	Modern history
AC9HH9K07	15269	British history
AC9HH9K07	2065	Industrialisation
AC9HH9K07	3642	Child labour
AC9HH9K07	3933	Manufacturing processes
AC9HH9K07	4119	Living standards
AC9HH9K07	5707	Working conditions
AC9HH9K07	6940	Lifestyles
AC9HH9K08	1135	Socialism
AC9HH9K08	11694	Modern history
AC9HH9K08	3151	Economy
AC9HH9K08	3165	Capitalism
AC9HH9K08	3478	Chartism
AC9HH9K08	4005	Imperialism
AC9HH9K08	6353	Nationalism
AC9HH9K09	11694	Modern history
AC9HH9K09	15006	Significant people
AC9HH9K09	3002	Entrepreneurship
AC9HH9K09	6804	Political leaders
AC9HH9K09	8173	Religious leaders
AC9HH9K10	1083	American history
AC9HH9K10	1260	Migration
AC9HH9K10	15269	British history
AC9HH9K10	2029	Convicts
AC9HH9K10	2031	Penal transportation
AC9HH9K10	2065	Industrialisation
AC9HH9K10	4005	Imperialism
AC9HH9K10	6341	Slavery
AC9HH9K10	6870	Irish history
AC9HH9K11	1260	Migration
AC9HH9K11	2031	Penal transportation
AC9HH9K11	2969	Transport networks
AC9HH9K11	6341	Slavery
AC9HH9K11	8508	Population dynamics
AC9HH9K12	15004	Historical sources
AC9HH9K12	15005	Indentured workers
AC9HH9K12	15269	British history
AC9HH9K12	2026	Australian history
AC9HH9K12	266	Aboriginal history
AC9HH9K12	5868	Racial discrimination
AC9HH9K12	6837	Historians
AC9HH9K12	6868	Indian history
AC9HH9K12	6877	Torres Strait Islander history
AC9HH9K13	2026	Australian history
AC9HH9K13	2748	Economic growth
AC9HH9K13	3677	Chinese history
AC9HH9K13	4005	Imperialism
AC9HH9K13	6868	Indian history
AC9HH9K13	6869	Indonesian history
AC9HH9K13	6871	Japanese history
AC9HH9K14	16447	Traditional knowledge
AC9HH9K14	2026	Australian history
AC9HH9K14	266	Aboriginal history
AC9HH9K14	3677	Chinese history
AC9HH9K14	4005	Imperialism
AC9HH9K14	6868	Indian history
AC9HH9K14	6869	Indonesian history
AC9HH9K14	6871	Japanese history
AC9HH9K14	6877	Torres Strait Islander history
AC9HH9K15	2026	Australian history
AC9HH9K15	266	Aboriginal history
AC9HH9K15	3677	Chinese history
AC9HH9K15	4005	Imperialism
AC9HH9K15	4010	Invasion
AC9HH9K15	6868	Indian history
AC9HH9K15	6869	Indonesian history
AC9HH9K15	6871	Japanese history
AC9HH9K15	6877	Torres Strait Islander history
AC9HH9K16	2026	Australian history
AC9HH9K16	266	Aboriginal history
AC9HH9K16	3677	Chinese history
AC9HH9K16	4122	Self-determination
AC9HH9K16	4611	Cultural interaction
AC9HH9K16	6868	Indian history
AC9HH9K16	6869	Indonesian history
AC9HH9K16	6871	Japanese history
AC9HH9K16	6877	Torres Strait Islander history
AC9HH9K17	15004	Historical sources
AC9HH9K17	2026	Australian history
AC9HH9K17	266	Aboriginal history
AC9HH9K17	3677	Chinese history
AC9HH9K17	6837	Historians
AC9HH9K17	6868	Indian history
AC9HH9K17	6869	Indonesian history
AC9HH9K17	6871	Japanese history
AC9HH9K17	6877	Torres Strait Islander history
AC9HH9K18	15004	Historical sources
AC9HH9K18	4005	Imperialism
AC9HH9K18	4010	Invasion
AC9HH9K18	6020	Oral history
AC9HH9K18	6837	Historians
AC9HH9K19	2026	Australian history
AC9HH9K19	2748	Economic growth
AC9HH9K19	3677	Chinese history
AC9HH9K19	4889	Political independence
AC9HH9K19	4941	Social equality
AC9HH9K19	6868	Indian history
AC9HH9K19	6869	Indonesian history
AC9HH9K19	6871	Japanese history
AC9HH9K20	15009	Military mobilisation
AC9HH9K20	15035	World War I
AC9HH9K20	2026	Australian history
AC9HH9K20	3970	International relations
AC9HH9K20	4010	Invasion
AC9HH9K20	5761	Enlistment
AC9HH9K20	9190	Assassinations
AC9HH9K21	15035	World War I
AC9HH9K21	2026	Australian history
AC9HH9K21	4273	Military campaigns
AC9HH9K22	15035	World War I
AC9HH9K22	16759	European history
AC9HH9K23	15035	World War I
AC9HH9K23	1641	Conscription
AC9HH9K23	266	Aboriginal history
AC9HH9K23	3970	International relations
AC9HH9K23	5238	Domestic war effort
AC9HH9K23	6085	Sex role
AC9HH9K23	6877	Torres Strait Islander history
AC9HH9K24	15004	Historical sources
AC9HH9K24	15035	World War I
AC9HH9K24	2026	Australian history
AC9HH9K24	6837	Historians
AC9HH9K24	7840	War memorials
AC9HH9K24	9946	Remembrance
AC9HH9S01	15002	Historical inquiry
AC9HH9S01	15059	Research questions
AC9HH9S02	12591	Primary sources
AC9HH9S02	12597	Secondary sources
AC9HH9S02	9261	Information retrieval
AC9HH9S03	15004	Historical sources
AC9HH9S03	2046	Composers (Texts)
AC9HH9S03	7608	Reasoning
AC9HH9S04	1387	Terrorism
AC9HH9S04	15004	Historical sources
AC9HH9S04	2954	Evidence
AC9HH9S04	4887	Judgement
AC9HH9S05	12031	Causality
AC9HH9S05	12035	Chronological order
AC9HH9S05	12482	Historical periods
AC9HH9S05	7608	Reasoning
AC9HH9S06	1404	Attitudes
AC9HH9S06	1965	Impartiality
AC9HH9S06	743	Values (Psychology)
AC9HH9S06	7608	Reasoning
AC9HH9S07	1404	Attitudes
AC9HH9S07	2471	Historiography
AC9HH9S07	4586	Critical thinking
AC9HH9S07	743	Values (Psychology)
AC9HH9S08	13088	Referencing
AC9HH9S08	2954	Evidence
AC9HH9S08	3998	Word meanings
AC9HH9S08	4161	Creating texts
AC9HH9S08	5991	Texts
AC9HP10M01	1120	Games
AC9HP10M01	1477	Sports
AC9HP10M01	16530	Fundamental movement skills
